Data;CMIG4,SA;ABEV3,SA;PETR4,SA;USIM5,SA;BBAS3,SA;VALE3,SA;ITUB4,SA;CSMG3,SA;SBSP3,SA;LREN3,SA;CSNA3;BRFS3,SA;OIBR3,SA;B3SA3,SA;BRKM5,SA;RADL3,SA;VLID3,SA;JBSS3,SA;GGBR4,SA;EMBR3,SA;WEGE3,SA;ELET3,SA
01/07/2016;0,060555556;-0,01312336;0,260084926;0,903553299;0,225261874;0,137062077;0,115184387;0,114864488;0,059147146;0,150695858;0,415601023;0,203190733;0,118863636;0,060555556;-0,026260503;0,049730757;0,06763604;0,09;0,315789474;-0,152571429;0,111361314;0,373055216
01/08/2016;-0,061812467;0,020744788;0,082561078;-0,074666667;0,102612831;-0,08432427;0,060965535;0;-0,045779222;-0,059794264;-0,223125565;-0,008287311;-0,010968942;-0,061812467;0,300431483;-0,09957755;-0,024862443;0,146788991;0,171612903;-0,033715442;0,082511791;0,277933118
01/09/2016;-0,061418258;0,032829545;0,056031128;0,017291066;-0,0176648;0,051357612;-0,009205055;-0,009390909;0,027220212;-0,045260552;0,056976744;0,027298088;-0,03573625;-0,061418258;0,041476564;0,110589812;0,064966439;-0,0544;-0,024229075;-0,022330775;0,068358054;-0,145137469
01/10/2016;0,118381923;-0,049949546;0,30361098;0,277620397;0,284649223;0,239753017;0,189187683;0,01927189;0,11626366;0,103391562;0,181518152;-0,034707122;-0,016400447;0,118381923;0,125846232;0,069100785;-0,019023601;-0,178510998;0,243792325;0,224125625;-0,003393549;0,230528641
01/11/2016;-0,116489262;-0,089219331;-0,095534251;-0,079822616;-0,026971696;0,270833288;-0,077605469;0,023103172;-0,110979285;-0,167406031;0,15735568;-0,032771534;-0,022087484;-0,116489262;-0,027237354;-0,089895569;-0,144434419;0,005149331;0,229582577;-0,033819242;-0,115345127;0,082280233
01/12/2016;-0,006622576;-0,043731778;-0,070625;-0,012048193;-0,014385965;-0,084818214;-0,044322479;0,070701293;-0,039052004;0,030696718;-0,127111826;-0,065827723;-0,023914925;-0,006622576;0,245454545;-0,051170724;-0,037513499;0,168032787;-0,20295203;-0,034399517;-0,00449198;-0,110724168
01/01/2017;0,120606061;0,048780549;0,010087424;0,280487805;0,107511606;0,253115265;0,100147563;0,182465254;0,088919726;0,030638996;0,064516129;-0,078549244;0,058756712;0,120606061;-0,049926978;0,070436346;-0,026796645;0,043859649;0,12962963;0,125;0,026452852;-0,086802068
01/02/2017;0,028664143;0,037209242;0,010652463;-0,060952381;0,063966472;0,01678064;0,074919381;0,195319218;0,04880386;0,069934889;0,037229437;-0,086369773;-0,016284509;0,028664143;-0,006453565;-0,093129771;0,076343844;-0,016806723;0,06147541;-0,003888889;0,067246803;0,031682683
01/03/2017;0,014195636;0,022421525;-0,045454545;-0,099391481;0,020241753;-0,089547675;-0,053210024;-0,143248364;-0,008819981;0,088062484;-0,239565943;-0,049482965;0,018296667;0,014195636;-0,017940055;-0,012289562;-0,124027372;-0,127350427;-0,159073359;-0,030117178;0,024736822;-0,204279902
01/04/2017;-0,014515344;0,001096491;-0,035886818;-0,040540541;-0,027243174;-0,077878547;0,035881178;-0,185518519;-0,10187174;0,064029908;-0,149286498;0,03056203;0,011550824;-0,014515344;0,075275559;0,149650588;-0,006638923;0,005876592;-0,100091827;-0,116733704;0,017243698;0,056138357
01/05/2017;-0,031036297;0,024643976;-0,072297781;-0,068075117;-0,137290663;-0,010920969;-0,094497026;-0,030558333;-0,009224462;-0,019373115;-0,11483871;0,08871573;-0,010361641;-0,031036297;-0,029584008;0,067457376;-0,190557153;-0,214216164;-0,026530612;0,042317708;0,073446245;-0,238646036
01/06/2017;0,072204126;-0,021378943;-0,045524691;0,158690176;-0,054340191;0,067353699;0,033755231;0,146132224;0,091724138;0,038301902;0,04664723;-0,095106163;-0,040598227;0,072204126;0,032297011;-0,02625;-0,103510896;-0,190830235;0,077568134;-0,054965646;-0,068420981;-0,094544846
01/07/2017;0,037468354;0,045876627;0,074373484;0,123913043;0,0708956;0,07931031;0,015510163;0,059505149;0,059696747;0,07012603;0,061281337;-0,05816334;0,040311735;0,037468354;0,09093567;-0,015832264;0,139095273;0,179173047;0,036964981;0,042300066;0,070053028;0,084337059
01/08/2017;0,079551049;0,03707577;0,027088036;0,332688588;0,069686409;0,120766873;0,081189754;0,017222706;-0,041728675;0,04436782;0,140419948;0,151679369;0,045600536;0,079551049;0,021441972;0,005072464;0,184943617;0,125974026;0,11163227;0,136968928;0,080258353;0,305181958
01/09/2017;0,082730557;0,059415908;0,120879121;0,129172714;0,136807846;-0,091505154;0,074349442;-0,007188587;0,035147649;0,178429955;0,105868815;0,074082738;0,033374304;0,082730557;0,113356045;0,0814708;0,018509305;-0,019607843;-0,06835443;-0,002230954;0,045938304;0,121453731
01/10/2017;-0,002087724;-0,00665404;0,096078431;0,132390746;-0,013180601;0,007216724;-0,029989619;-0,07944374;-0,104567311;-0,043813886;-0,122788762;-0,031092579;0,000594393;-0,002087724;0,234032548;0,0428;-0,100196508;-0,112941176;-0,008152174;-0,124091622;-0,005607022;0,115889021
01/11/2017;-0,027615063;-0,01626799;-0,082886106;-0,028376844;-0,130952356;0,094704087;-0,018549368;0,038071163;0,097315507;-0,015951252;-0,126927639;-0,13039548;-0,05980198;-0,027615063;-0,132925876;0,125175809;-0,080240175;0,049071618;0,011872146;-0,001276324;0,075189991;-0,150565256
01/12/2017;-0,019793417;0,035019554;0,046814044;0,063084112;0,063147344;0,145702878;0,031744647;0,060880344;0,049847124;0,045974225;0,138586957;-0,048856601;0,024010088;-0,019793417;-0,055726936;0,043181875;0,100296795;0,240202276;0,11732852;0,277955272;0,053761364;0,032569794
01/01/2018;0,144863865;0,031484961;0,223602547;0,303296703;0,247014456;0,02955795;0,227335337;0,039410093;0,059714503;0,066781204;0,311455847;-0,034153007;0,107568883;0,144863865;0,152554261;-0,080283274;0,100323565;0,024464832;0,163166397;0,001;-0,017006125;0,051187829
01/02/2018;-0,017637998;0,002277859;0,089339995;0,038785835;0,053427394;0,086851578;-0,03597302;-0,023281648;0,034909317;-0,088220793;-0,076433121;-0,153606741;-0,059424255;-0,017637998;-0,06010931;-0,079237238;-0,028921618;-0,013930348;0,154166736;0,086913087;-0,012237586;0,218395506
01/03/2018;0,041764245;0,094090909;-0,00232987;-0,113636364;-0,018421053;-0,063041067;0,018459658;0,091491627;-0,070385176;-0,004923204;-0,133004926;-0,236965241;-0,004935834;0,041764245;0,033591754;-0,037818369;-0,081271988;-0,056508577;-0,067388744;-0,009650781;-0,03417427;-0,152201407
01/04/2018;-0,052079503;-0,030743664;0,072863101;-0,001831502;-0,105532491;0,153044282;-0,005846808;0,048250735;0,004571429;-0,050654426;-0,002272727;0,086289926;-0,025000059;-0,052079503;-0,048958292;-0,080481283;0,005494395;-0,064171123;0,074193548;0,027378192;0,022291531;-0,091901768
01/05/2018;-0,139525658;-0,156022246;-0,173704796;-0,243119266;-0,172479559;0,040271278;-0,157421924;-0,142857092;-0,25625711;-0,090158709;-0,123006834;-0,136290288;-0,074074055;-0,139525658;-0,005476451;-0,094649607;-0,006557323;0,020571429;-0,111111111;0,015808537;-0,033745836;-0,232830394
01/06/2018;-0,060633854;-0,086846161;-0,094309747;-0,112727273;-0,056634868;-0,0205412;-0,061423992;-0,050465278;-0,109368987;-0,010110185;0,020779221;-0,159663866;0,005274769;-0,060633854;0,118061581;0,066324073;-0,086358581;0,041433371;-0,060135135;0,078701645;-0,054132712;-0,166776073
01/07/2018;0,163325175;0,079532814;0,147178467;0,211748634;0,134380454;0,105868119;0,11551952;-0,008286222;0,073422023;0,051411983;0,167938931;0,258333333;-0,102317464;0,163325175;0,077817202;0,119879518;0,092715166;-0,030107527;0,199137311;-0,206512778;0,139076923;0,416728134
01/08/2018;-0,085330009;-0,028851108;-0,023326522;-0,090191657;-0,073846154;-0,022246554;-0,060666667;0,029498525;-0,024;-0,084195675;-0,043572985;-0,111258322;-0,025328811;-0,085330009;0,082251875;0,035502959;-0,187327824;0,042128603;-0,038369245;0,018181818;0,034035602;-0,083957916
01/09/2018;0,075367647;-0,027055703;0,095015576;0,030978934;-0,021594651;0,115628518;0,044002839;-0,070200573;-0,033196721;0,096179948;0,063781321;0,091405866;-0,02048973;0,075367647;-0,01300456;-0,059350649;-0,147118644;-0,00212766;0,071695756;0,011734694;0,031870482;-0,01959656
01/10/2018;0,134188077;-0,109051254;0,309625462;0,235576923;0,451612854;-0,051989318;0,116019782;0,317411402;0,18482412;0,212903356;0,024625268;-0,003186118;0,102551018;0,134188077;-0,10763171;-0,132679829;0,211446741;0,092750533;-0,054101277;0,055471508;-0,088607595;0,515154056
01/11/2018;0,062547096;0,035495716;-0,078204269;-0,090466926;0,043976632;-0,068947277;0,097056885;-0,001362573;0,010017853;0,039895528;-0,073145246;0,012328767;0,064553377;0,062547096;0,038926135;-0,010983763;0,12007874;0,148292683;-0,04797048;0,041567081;-0,01;0,039572434
01/12/2018;-0,049290849;-0,091016548;-0,109190853;-0,013903743;0,041676024;-0,034090891;-0,014436424;0,201051725;0,115834219;0,084398864;-0,003382187;-0,01082544;0,004781613;-0,049290849;-0,125507549;-0,080154515;0,054481547;-0,015293118;-0,042635659;-0,005504542;-0,015712626;-0,008185679
01/01/2019;0,173815747;0,138491547;0,127865961;0,063991323;0,115508685;-0,107843137;0,092394338;-0,031204242;0,376825365;0,073110995;0,153846154;0,073415458;0,053212178;0,173815747;0,10299698;0,084864392;0,1605555;0,301984469;0,056005398;-0,107933579;0,074116244;0,543541047
01/02/2019;0,041944774;-0,015990862;0,057857662;-0,01529052;-0,024296239;0,035164791;-0,091542009;0,039255106;-0,092690825;-0,048789295;0,282352941;-0,126168261;-0,039022346;0,041944774;0,040949179;0,055;-0,05744366;-0,110006627;-0,032587859;-0,01344364;-0,022292994;-0,011228836
01/03/2019;-0,020433119;-0,023215322;0,036954916;0,039337474;-0,037154092;0,081316394;-0,022707919;-0,014203341;0,0673444;0,012014029;0,24235474;0,101118133;0,015174161;-0,020433119;-0,064338233;-0,0016817;-0,020822752;0,185405808;0;-0,033018816;-0,022801303;-0,007842288
01/04/2019;0,072540538;0,097444979;-0,033855953;-0,140438247;0,019704413;-0,016296917;-0,017426605;0,129849085;0,119047619;0,070319579;-0,105230769;0,370860883;-0,019578947;0,072540538;-0,061296717;0,058805513;-0,079356894;0,241834171;-0,065389696;0,064498533;0,032222222;-0,10874937
01/05/2019;0,061538431;-0,049810506;-0,057543414;-0,049826188;0,043679509;-0,021956049;0,034584627;-0,099421696;-0,059361723;0,033361406;0,137551651;-0,107890438;0,031780094;0,061538431;-0,104646298;0,004049754;-0,162816901;0,105715781;-0,019787986;-0,035132283;0,025295963;0,052292033
01/06/2019;0,024336861;0,01937322;0,072798476;0,090243902;0,040308603;0,05755102;0,035999943;0,078857542;0,069215134;0,070844662;0,010277992;0,065703933;0,038709699;0,024336861;-0,181159425;0,096225872;0,041722746;-0,029277309;0,095890411;0,024274352;0,121259954;0,024412055
01/07/2019;0,126268023;0,125209621;-0,048522437;-0,021252796;-0,087504599;-0,038788093;-0,03971313;0,005369875;0,129680601;0,006361302;-0,010771874;0,131775068;0,047886175;0,126268023;-0,028261434;0,090801511;-0,01744186;0,173421356;-0,095394737;-0,005152035;0,115168487;0,117446096
01/08/2019;0,061863002;-0,070044713;-0,022239264;-0,097142857;-0,060544473;-0,085123488;-0,02527286;0,029078636;-0,031835224;0,06510746;-0,13127652;0,141574349;0,02619501;0,061863002;-0,170975377;0,108782201;-0,241288626;0,190361406;-0,064;-0,070429729;-0,055415617;0,166288254
01/09/2019;-0,026116027;0,028312021;0,080392118;-0,011392405;-0,016219722;0,04783849;0,032115499;-0,019753503;-0,040619013;-0,001582552;-0,078690808;0,001573204;0,023663146;-0,026116027;0,152374244;0,04096045;0,197573657;0,106275375;0,022533023;-0,002228468;0,076888889;-0,126035961
01/10/2019;0,108870041;-0,097142909;0,103085303;-0,070422535;0,058474387;-0,011518304;0,034256381;-0,007351092;0,101209702;0,00554783;-0,10808768;-0,070418925;-0,033855061;0,108870041;-0,148216451;0,148105566;-0,039073806;-0,137236958;0,020516717;-0,021217141;0,052414362;-0,014693096
01/11/2019;-0,013642001;0,03855006;-0,040802864;0,172176309;-0,007061287;0,058898283;-0,03947008;0,014815506;0,050897163;0,020689635;0,06440678;0,03069558;0,059721136;-0,013642001;0,010469278;0,027181818;0,009036145;0,006716119;0,265822785;0,026811122;0,192941176;-0,11923116
01/12/2019;-0,099538975;0,034349088;0,035334477;0,117508813;0,10478977;0,066426551;0,066091927;-0,007301796;0,055052245;0,084749036;0,123407643;-0,038251286;0,030755556;-0,099538975;0,066452304;-0,011948004;0,267164179;-0,094101159;0,176470588;0,096111111;0,139381986;0,085271227
01/01/2020;0,12171282;-0,043920728;-0,057322697;0,012618297;-0,081029894;-0,056848012;-0,115363834;-0,008674818;0,007265505;0,022423955;-0,085754784;-0,132102326;0,024318713;0,12171282;0,05695139;0,112683676;0,034746761;0,068992289;0,00249995;-0,080587988;0,137045586;0,037566191
01/02/2020;-0,004149398;-0,185434174;-0,109314618;-0,151609553;-0,03461063;-0,118559757;-0,024984765;-0,10519569;-0,036885246;-0,072236761;-0,133333333;-0,114893555;-0,101195455;-0,004149398;-0,147702065;-0,034777009;-0,164484917;-0,176939775;-0,15561093;-0,065049618;0,094899822;-0,119581894
01/03/2020;-0,252083292;-0,180192572;-0,447908445;-0,397796818;-0,404822911;-0,024599413;-0,2784375;-0,321837708;-0,334297855;-0,370356442;-0,375670841;-0,44193789;-0,073623078;-0,252083292;-0,359613252;-0,150542077;-0,369209809;-0,103964797;-0,406379209;-0,437499967;-0,222016259;-0,309006612
01/04/2020;0,070194871;-0,048657718;0,290207219;-0,024390244;0,021871675;0,037945395;-0,013858813;0,173597001;0,024801866;0,143921271;0,283667622;0,284956859;-0,076845277;0,070194871;0,22764229;0,028767696;-0,036717063;0,17207473;0,168159204;-0,093291405;0,189752726;0,016345305
01/05/2020;0,185580463;0,100529101;0,126869869;0,28125;0,082105263;0,181453384;0,011857751;0,202081188;0,355289354;0,004167752;0,151785714;0,192882939;0,032639582;0,185580463;0,312204414;0,044474186;0,221973094;-0,078439639;0,1439523;-0,173410405;0,047321058;0,153402021
01/06/2020;0,209440202;0,133012821;0,059488643;0,182113821;0,042477367;0,055094302;0,10460069;0,009187243;0,062223877;0,084306098;0,034883721;-0,080847345;0,018879933;0,209440202;-0,162941637;0,010782209;-0,010091743;-0,037323579;0,192107223;0,131468531;0,209897169;0,108330394
01/07/2020;0,15157014;-0,016973126;0,030162507;0,11829436;0,044479002;0,085658104;0,056581452;-0,063199382;0,054592668;-0,016028661;0,147003745;-0,026340499;0,096189946;0,15157014;-0,018087856;0,121858564;0,020389249;0,018439764;0,089943848;-0,059332509;0,330764605;0,191612871
01/08/2020;-0,073139976;-0,114388489;-0,013964053;0,248462485;-0,027695055;-0,016965887;-0,124209748;-0,127402617;-0,215283458;0,056892778;0,241632653;-0,053623234;-0,091358059;-0,073139976;-0,066227985;-0,131345729;-0,070844687;0,041782728;0,093982745;-0,035479632;-0,040534448;-0,038711452
01/09/2020;-0,0644558;0,018683997;-0,104157063;-0,01182266;-0,092802475;-0,009550922;-0,044585947;-0,018277273;-0,019895309;-0,087876672;0,084812623;-0,061766258;-0,092391346;-0,0644558;-0,023485203;0,086270922;-0,157380254;-0,078877046;0,089575642;-0,14986376;0,016712998;-0,146155964
01/10/2020;-0,071986896;-0,028708134;-0,03416624;0,086739781;0,006076907;0,024361326;0,043555556;-0,08409997;-0,091880322;-0,055485521;0,244848545;-0,087051038;0,001151612;-0,071986896;0,098605046;0,027327028;-0,153132251;-0,05902269;0,048557695;-0,033653846;0,154185776;0,024406299
01/11/2020;0,099510325;0,147783251;0,314677861;0,252293578;0,136241682;0,288191598;0,216354302;0,041586351;0,048000024;0,193057378;0,144595855;0,312872449;0;0,099510325;-0,010507881;0,074397385;0,323287671;0,190231301;0,036221964;0,343283582;-0,029803533;0
01/12/2020;0,104222321;0,119456366;0,13815261;0,07032967;0,145894798;0,121153808;0,107493001;0,103633917;-0,002245218;-0,025514749;0,354742663;0,000453926;0;0,104222321;0,042920354;-0,031334584;-0,027950311;0,022030238;0,081858451;0,092592593;0,029495691;0,180618132
